	RNA.FC003_Epithelial.0	RNA.FC003_Epithelial.1	RNA.FC003_Epithelial.2	RNA.FC003_Epithelial.4	RNA.FC003_Epithelial.3	RNA.FC004_Epithelial.0	RNA.FC004_Epithelial.1	RNA.FC004_Epithelial.2	RNA.FC004_Epithelial.4	RNA.FC004_Epithelial.3	RNA.FC006_Epithelial.0	RNA.FC006_Epithelial.1	RNA.FC006_Epithelial.2	RNA.FC006_Epithelial.4	RNA.FC006_Epithelial.3	RNA.FC007_Epithelial.0	RNA.FC007_Epithelial.1	RNA.FC007_Epithelial.2	RNA.FC007_Epithelial.4	RNA.FC007_Epithelial.3	RNA.FC008_Epithelial.0	RNA.FC008_Epithelial.1	RNA.FC008_Epithelial.2	RNA.FC008_Epithelial.4	RNA.FC008_Epithelial.3	RNA.FC009_Epithelial.0	RNA.FC009_Epithelial.1	RNA.FC009_Epithelial.2	RNA.FC009_Epithelial.4	RNA.FC009_Epithelial.3	RNA.FC011_Epithelial.0	RNA.FC011_Epithelial.1	RNA.FC011_Epithelial.2	RNA.FC011_Epithelial.4	RNA.FC011_Epithelial.3	RNA.FC012_Epithelial.0	RNA.FC012_Epithelial.1	RNA.FC012_Epithelial.2	RNA.FC012_Epithelial.4	RNA.FC012_Epithelial.3	RNA.FC013_Epithelial.0	RNA.FC013_Epithelial.1	RNA.FC013_Epithelial.2	RNA.FC013_Epithelial.4	RNA.FC013_Epithelial.3	RNA.FC014_Epithelial.0	RNA.FC014_Epithelial.1	RNA.FC014_Epithelial.2	RNA.FC014_Epithelial.4	RNA.FC014_Epithelial.3	RNA.FC018_Epithelial.0	RNA.FC018_Epithelial.1	RNA.FC018_Epithelial.2	RNA.FC018_Epithelial.4
FRUt4_neg	2074.50901	2096.492149	2031.571412	2313.547047	1849.652987	1984.088271	2173.582024	2054.467552	2084.51979	2020.316784	2045.856651	2143.659276	2260.131011	2312.444354	2247.335256	2039.530117	2145.183154	2336.712971	2294.932291	2022.891201	2088.938632	2202.636109	2198.886398	2181.532977	2082.663796	1983.475986	2139.149638	2180.104998	2167.402963	2056.428127	2000.610324	2171.565961	2147.837311	2201.571594	2091.798169	2059.922229	2217.323479	2330.940844	2260.39904	2100.033992	2109.372136	2267.42471	2328.56267	2269.790709	2134.53028	2069.951939	2218.578033	2208.44192	2198.861285	1918.471837	2265.587852	2533.333333	2082.408544	2182.651678
FRUt4_pos	2074.50901	2096.492149	2031.571412	2313.547047	1849.652987	1984.088271	2173.582024	2054.467552	2084.51979	2020.316784	2045.856651	2143.659276	2260.131011	2312.444354	2247.335256	2039.530117	2187.101048	2471.653616	2294.932291	2022.891201	2088.938632	2202.636109	2198.886398	2181.532977	2082.663796	1983.475986	2139.149638	2180.104998	2167.402963	2056.428127	2000.610324	2171.565961	2147.837311	2201.571594	2091.798169	2059.922229	2217.323479	2360.678007	2260.39904	2100.033992	2109.372136	2267.42471	2378.758392	2278.871038	2134.53028	2069.951939	2218.578033	2208.44192	2198.861285	1918.471837	2265.587852	2533.333333	2533.333333	2182.651678
FTCD_pos	22392.69953	22517.60647	22783.214	22670.39896	22035.65352	23050.50572	23560.78095	22944.59481	23911.03299	22390.55183	23027.1154	23294.11343	25431.51365	23276.48017	22781.23638	23015.3114	23116.81236	24453.75556	23806.37882	22731.89537	23240.23492	23302.02997	23493.60903	23702.14051	23097.57247	23218.78549	23435.92137	24150.06939	23654.06722	23486.73212	22542.51527	23151.83262	22713.81314	23616.10532	22933.43783	23017.24096	23279.05724	23907.03546	23911.19667	22914.96512	22975.19719	23303.12425	24126.39275	23917.75944	23531.70408	23518.96292	23692.81521	23850.82347	23587.4277	23772.336	25753.46142	26234.64617	27548.01607	26410.99896
FTHFCL_pos	12.68213852	12.8421438	12.58193881	12.57300499	12.50366659	12.9151377	13.10420772	13.24974865	13.13320547	12.69796284	12.50849453	12.93994941	13.70609909	13.16947861	12.63103762	12.79214709	12.85201653	13.49106513	12.9741617	13.05306707	12.87046839	12.95514455	13.04865419	13.14638155	13.07718858	12.83311792	12.67596063	13.21115949	12.92750726	12.88971394	12.64581749	12.94986049	12.76384026	12.70921503	13.15655421	12.80592453	12.94108475	13.2522615	13.05319395	13.18640546	12.93804063	12.98284839	13.40158078	13.15137639	13.31400043	13.08885211	13.13040632	13.21874259	13.16180982	13.38072277	13.98907685	14.57312075	14.97091262	14.4600563
FTHFDH_pos	14294.3275	14221.82846	14287.7193	14271.46522	14184.14143	14634.8452	14324.3496	14440.90349	14197.3282	14321.81215	14278.86098	14348.68417	15114.93377	14777.55004	14407.60887	14366.95185	14235.29679	14907.45587	14395.56895	14460.15748	14669.13593	14391.94641	14774.32114	14332.14681	14547.17609	14326.8639	14225.66391	14608.98287	14144.17984	14421.6534	14506.83369	14374.40343	14308.03054	14141.53166	14243.36236	14492.47437	14357.20226	14805.96025	14317.65319	14522.77379	14351.4916	14366.25466	14712.96315	14329.97025	14598.05567	14600.85495	14463.04964	14676.76152	14560.77871	14979.9115	15342.52401	15637.06051	16012.205	15628.90244
FTHFL_pos	24297.03721	24298.34957	24399.38491	23661.06113	24347.49012	25155.25216	25048.48941	24674.96977	24424.68668	24705.21598	24508.38352	24720.46917	26505.32498	23897.02327	24188.32487	24561.92039	24402.98318	25593.20494	24780.0835	24706.19633	24810.8193	24740.47653	24982.71562	24973.99842	25139.3307	24748.99289	24728.96316	25442.90348	24512.19065	24786.29984	24564.00337	24639.96755	24414.39505	24496.60922	24866.26056	24704.3146	24700.88425	25361.47037	24983.18134	25303.47265	24609.09184	24794.22106	25546.89228	24962.41593	25416.39778	25214.59989	25114.55247	25269.23965	25099.01607	25265.11134	27501.1681	27944.40727	27997.22104	27745.82499
FTHFLm_pos	24829.93424	24789.60729	24887.80724	24521.00094	24860.58476	25462.5654	24887.752	25510.99361	24422.87591	25276.6698	24910.55086	24924.491	25954.62337	24723.80937	25031.85679	24872.46789	24594.11248	25544.72875	24824.03249	25107.23521	25251.87998	24946.48521	25389.46081	24792.26774	25533.57763	24703.92385	24469.1556	24886.6926	24642.07565	24704.51193	25015.41658	24703.89595	24969.4162	24576.78121	25208.20162	25111.96821	24856.24624	25511.9693	24976.1384	25432.72436	24873.59878	24779.71348	25404.83375	24835.31618	25395.47397	25316.93135	25049.19605	25368.20167	25340.63101	25626.48507	27189.15729	27399.99425	27439.98733	27531.05234
FT_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	16226.85885	16277.38609	16566.34789	16418.72551	16524.14451	16805.63319	16757.77678	17289.01594	16622.12374	17305.90223	16241.72812	16362.97535	17731.80212	16290.95261	16529.71133	16277.52532	16236.19742	17279.51555	16529.29165	16804.31331	16383.99045	16286.45104	16708.50324	16624.96604	17066.17704	16633.29727	16669.24788	17359.81643	16841.87327	16915.74848	16224.51058	16433.01871	16183.18573	16332.20582	17220.92612	16231.81519	16316.54986	16856.81016	16605.51409	16926.04416	16179.58527	16352.69764	17043.1683	16640.42079	16965.91868	16734.66019	16682.89916	16989.11554	16516.26693	17024.66473	19545.27799	19659.23932	21294.6348	20010.85851
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	16226.85885	16277.38609	16566.34789	16418.72551	16524.14451	16805.63319	16757.77678	17289.01594	16622.12374	17305.90223	16241.72812	16362.97535	17731.80212	16290.95261	16529.71133	16277.52532	16236.19742	17279.51555	16529.29165	16804.31331	16383.99045	16286.45104	16708.50324	16624.96604	17066.17704	16633.29727	16669.24788	17359.81643	16841.87327	16915.74848	16224.51058	16433.01871	16183.18573	16332.20582	17220.92612	16231.81519	16316.54986	16856.81016	16605.51409	16926.04416	16179.58527	16352.69764	17043.1683	16640.42079	16965.91868	16734.66019	16682.89916	16989.11554	16516.26693	17024.66473	19545.27799	19659.23932	21294.6348	20010.85851
FUC14GALACGLCGALGLUSIDEte_neg	19110.34998	19153.98205	19474.83509	19301.18048	19427.97393	19731.76241	19680.23943	20211.75216	19457.30329	20277.09012	19116.05569	19194.67569	20826.13392	19005.71777	19394.29325	19146.18525	19106.31214	20286.60941	19426.648	19726.41338	19280.82932	19150.5047	19640.95334	19537.49099	20039.82141	19547.3981	19556.33186	20348.65783	19773.72823	19822.55058	19077.13188	19291.89656	19031.9467	19185.20861	20122.3771	19121.15047	19206.8738	19840.41774	19496.14733	19835.33667	19069.47909	19271.84143	20054.90118	19595.40845	19934.67447	19663.36164	19587.88464	19970.84981	19412.1874	19966.88935	22838.91119	22837.31217	24751.08429	23249.04272
FUC14GALACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC14GALACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC14GALACGLCGALGLUSIDEtg_pos	19110.34998	19153.98205	19474.83509	19301.18048	19427.97393	19731.76241	19680.23943	20211.75216	19457.30329	20277.09012	19116.05569	19194.67569	20826.13392	19005.71777	19394.29325	19146.18525	19106.31214	20286.60941	19426.648	19726.41338	19280.82932	19150.5047	19640.95334	19537.49099	20039.82141	19547.3981	19556.33186	20348.65783	19773.72823	19822.55058	19077.13188	19291.89656	19031.9467	19185.20861	20122.3771	19121.15047	19206.8738	19840.41774	19496.14733	19835.33667	19069.47909	19271.84143	20054.90118	19595.40845	19934.67447	19663.36164	19587.88464	19970.84981	19412.1874	19966.88935	22838.91119	22837.31217	24751.08429	23249.04272
FUCACGALFUCGALACGLCGALGLUSIDEte_neg	17348.05631	17431.13366	17709.50312	17595.56719	17726.60483	17933.59286	17922.35062	18353.09385	17707.41748	18467.61848	17394.65555	17502.37349	18949.6671	17311.97422	17620.40067	17391.33572	17329.63129	18431.57866	17588.43926	17891.67217	17480.64711	17397.1615	17815.52768	17703.65143	18186.83992	17791.05251	17801.63379	18536.57489	17913.35988	18009.71411	17354.61103	17580.34283	17274.13422	17402.08718	18348.36007	17353.66743	17436.7267	17959.97963	17699.02753	18016.68001	17289.27148	17449.12118	18142.49255	17706.08901	18047.19635	17886.75011	17847.51651	18135.76791	17676.82163	18129.94448	20911.93462	20825.4011	22569.03169	21204.56855
FUCACGALFUCGALACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACGALFUCGALACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACGALFUCGALACGLCGALGLUSIDEtg_pos	17348.05631	17431.13366	17709.50312	17595.56719	17726.60483	17933.59286	17922.35062	18353.09385	17707.41748	18467.61848	17394.65555	17502.37349	18949.6671	17311.97422	17620.40067	17391.33572	17329.63129	18431.57866	17588.43926	17891.67217	17480.64711	17397.1615	17815.52768	17703.65143	18186.83992	17791.05251	17801.63379	18536.57489	17913.35988	18009.71411	17354.61103	17580.34283	17274.13422	17402.08718	18348.36007	17353.66743	17436.7267	17959.97963	17699.02753	18016.68001	17289.27148	17449.12118	18142.49255	17706.08901	18047.19635	17886.75011	17847.51651	18135.76791	17676.82163	18129.94448	20911.93462	20825.4011	22569.03169	21204.56855
FUCACNGAL14ACGLCGALGLUSIDEte_neg	19664.65371	19735.20593	20010.14452	19886.48559	20014.53924	20371.14539	20283.742	20918.21004	20102.21914	20936.89935	19733.37652	19842.82642	21364.71212	19795.70816	20058.8317	19755.08517	19681.21421	20941.10391	20107.16282	20401.13974	19851.01395	19716.83819	20235.06244	20164.42821	20645.98333	20191.31558	20190.29363	20988.93456	20360.46132	20472.16069	19677.97069	19866.74038	19628.50243	19789.8564	20836.68602	19670.68194	19750.71944	20456.75184	20103.20407	20421.49771	19634.97741	19816.13425	20683.4984	20195.98132	20575.47482	20275.5523	20193.81495	20556.45628	20048.53022	20695.84071	23710.67399	23512.47155	25659.73441	24229.09324
FUCACNGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACNGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACNGAL14ACGLCGALGLUSIDEtg_pos	19664.65371	19735.20593	20010.14452	19886.48559	20014.53924	20371.14539	20283.742	20918.21004	20102.21914	20936.89935	19733.37652	19842.82642	21364.71212	19795.70816	20058.8317	19755.08517	19681.21421	20941.10391	20107.16282	20401.13974	19851.01395	19716.83819	20235.06244	20164.42821	20645.98333	20191.31558	20190.29363	20988.93456	20360.46132	20472.16069	19677.97069	19866.74038	19628.50243	19789.8564	20836.68602	19670.68194	19750.71944	20456.75184	20103.20407	20421.49771	19634.97741	19816.13425	20683.4984	20195.98132	20575.47482	20275.5523	20193.81495	20556.45628	20048.53022	20695.84071	23710.67399	23512.47155	25659.73441	24229.09324
FUCACNGALACGLCGALGLUSIDEte_neg	19740.49692	19799.46848	20035.55977	19923.6953	20092.07843	20393.36644	20333.09133	20901.81318	20105.08025	20956.69084	19789.67176	19886.23948	21457.81301	19795.70816	20111.08125	19796.57311	19701.17804	20943.67598	20123.13454	20404.61944	19867.26228	19743.55204	20263.49837	20169.97536	20658.44227	20227.4454	20221.54101	21024.46791	20380.58176	20489.16122	19741.24718	19932.97839	19677.67972	19814.1761	20861.35758	19714.4921	19792.54714	20474.90358	20127.24495	20422.68922	19672.70827	19838.82182	20697.2377	20200.97763	20584.87058	20310.80543	20232.93218	20588.84151	20080.50509	20705.54417	23710.67399	23443.88529	25659.73441	24229.09324
FUCACNGALACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACNGALACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCACNGALACGLCGALGLUSIDEtg_pos	19740.49692	19799.46848	20035.55977	19923.6953	20092.07843	20393.36644	20333.09133	20901.81318	20105.08025	20956.69084	19789.67176	19886.23948	21457.81301	19795.70816	20111.08125	19796.57311	19701.17804	20943.67598	20123.13454	20404.61944	19867.26228	19743.55204	20263.49837	20169.97536	20658.44227	20227.4454	20221.54101	21024.46791	20380.58176	20489.16122	19741.24718	19932.97839	19677.67972	19814.1761	20861.35758	19714.4921	19792.54714	20474.90358	20127.24495	20422.68922	19672.70827	19838.82182	20697.2377	20200.97763	20584.87058	20310.80543	20232.93218	20588.84151	20080.50509	20705.54417	23710.67399	23443.88529	25659.73441	24229.09324
FUCASE2e_pos	2990.883616	3028.594345	3015.805032	3000.975026	3017.398357	3115.152472	3112.611776	3184.847308	3059.771888	3226.307556	3006.492964	3030.913792	3327.932377	3037.527525	3054.811077	3004.688441	3003.390792	3156.309622	3036.133836	3093.83196	2998.7829	2996.973139	3057.324568	3042.834607	3154.154771	3091.365411	3106.663012	3210.322041	3094.28521	3115.236252	2994.581958	3028.256257	2988.176163	2994.761992	3171.176948	2989.098544	3015.935889	3085.665277	3050.247356	3120.3467	2988.855914	3017.723902	3130.708748	3058.207563	3124.448683	3087.096342	3087.382119	3118.479522	3048.221274	3141.055238	3538.343647	3605.517685	3880.75448	3747.653701
FUCASE2ly_pos	19629.48658	19912.65979	19685.7513	19581.53169	19717.06195	20381.73848	20363.30465	20741.62751	20021.99249	21156.50606	19837.73176	19954.33808	21658.13604	20228.9379	20062.30522	19785.45354	19783.88819	20706.34487	20054.97618	20396.72175	19763.43553	19728.50046	20064.4103	20029.8796	20658.1348	20271.65058	20349.57085	20853.52353	20304.69606	20395.41964	19803.33881	19928.02505	19670.96152	19758.53759	20680.80076	19663.11626	19824.61215	20267.09148	20033.90637	20413.61282	19737.05693	19927.60815	20576.71105	20185.3537	20552.441	20270.89029	20235.9566	20412.10354	20037.33386	20685.57984	22876.32377	23587.48937	24905.27065	23581.92042
FUCASEe_pos	28404.6487	28836.71148	28747.63757	28388.91286	29031.4193	29554.35719	29912.02657	30395.08646	29288.86088	31150.61772	28678.01514	29072.47885	31734.73669	28934.93849	28856.4316	28671.39719	28811.57084	30445.38063	29289.81191	29658.58116	28477.77938	28640.55784	28982.72585	29392.8914	30054.59336	29593.91699	29888.4169	30898.4398	29542.42737	29972.73309	28563.41449	29126.67987	28409.29976	28894.74321	30596.52709	28484.80467	28928.10603	29595.20757	29309.55779	29745.52723	28598.50034	29002.26655	30049.07431	29367.85605	29973.81698	29533.1013	29708.14888	29875.73985	29296.28743	30233.99833	34851.75551	34272.1953	37219.74732	35337.12654
FUCASEly_pos	28545.22971	28973.29321	28843.52076	28468.56833	29108.4735	29709.09295	30060.76997	30551.93367	29432.08162	31246.47839	28819.11016	29222.01952	31906.98321	29184.74967	29105.49219	28799.51362	28943.71998	30500.34766	29443.46684	29790.34866	28629.10796	28782.27282	29112.34795	29559.62019	30176.40316	29754.25819	30057.8945	31082.78118	29706.24231	30103.5798	28712.36453	29248.26716	28554.77903	29034.53221	30744.33743	28604.76621	29051.74544	29687.60516	29433.98519	29859.33802	28751.19269	29163.31191	30177.93066	29542.90495	30125.80497	29663.50251	29840.41773	29978.29741	29429.20753	30407.3237	34987.89497	34370.84556	37329.16673	35515.47419
FUCFUC12GAL14ACGLCGALGLUSIDEte_neg	18203.13057	18297.06363	18661.82756	18503.93862	18619.65991	18867.06823	18869.6229	19323.58476	18655.06117	19475.3029	18282.12917	18361.62207	19914.82565	18184.58497	18475.46458	18290.68508	18286.77208	19476.25306	18548.64904	18886.25402	18432.48624	18336.72144	18776.44919	18689.27247	19173.62286	18717.58476	18720.65015	19498.49736	18893.65142	18991.64442	18239.93805	18491.37653	18181.20568	18372.71791	19330.73503	18272.30899	18380.60133	18966.79567	18647.47845	19009.66097	18224.94653	18415.46323	19155.44689	18697.70208	19074.62089	18840.79686	18775.13578	19120.8164	18611.49009	19149.53484	22018.20859	21908.07629	23725.89591	22285.67001
FUCFUC12GAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_pos	18203.13057	18297.06363	18661.82756	18503.93862	18619.65991	18867.06823	18869.6229	19323.58476	18655.06117	19475.3029	18282.12917	18361.62207	19914.82565	18184.58497	18475.46458	18290.68508	18286.77208	19476.25306	18548.64904	18886.25402	18432.48624	18336.72144	18776.44919	18689.27247	19173.62286	18717.58476	18720.65015	19498.49736	18893.65142	18991.64442	18239.93805	18491.37653	18181.20568	18372.71791	19330.73503	18272.30899	18380.60133	18966.79567	18647.47845	19009.66097	18224.94653	18415.46323	19155.44689	18697.70208	19074.62089	18840.79686	18775.13578	19120.8164	18611.49009	19149.53484	22018.20859	21908.07629	23725.89591	22285.67001
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_neg	15906.44136	15981.87434	16273.97952	16154.9516	16276.84153	16504.55273	16481.12253	16936.99076	16339.98365	17042.91687	15964.53314	16068.81241	17409.67395	15945.48278	16186.86499	15977.60906	15951.92673	17000.82004	16218.86353	16504.67262	16083.86131	15999.7804	16399.42057	16328.48244	16764.55732	16352.82526	16382.65119	17066.95284	16525.15993	16617.38155	15936.97635	16157.59277	15884.07927	16052.01677	16949.99814	15938.30443	16033.93672	16551.45967	16300.79583	16643.31687	15887.52236	16058.75925	16726.82229	16325.07935	16661.30776	16449.37094	16410.51942	16695.45457	16246.9355	16729.51844	19279.51785	19326.70125	20874.68875	19625.26569
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	15906.44136	15981.87434	16273.97952	16154.9516	16276.84153	16504.55273	16481.12253	16936.99076	16339.98365	17042.91687	15964.53314	16068.81241	17409.67395	15945.48278	16186.86499	15977.60906	15951.92673	17000.82004	16218.86353	16504.67262	16083.86131	15999.7804	16399.42057	16328.48244	16764.55732	16352.82526	16382.65119	17066.95284	16525.15993	16617.38155	15936.97635	16157.59277	15884.07927	16052.01677	16949.99814	15938.30443	16033.93672	16551.45967	16300.79583	16643.31687	15887.52236	16058.75925	16726.82229	16325.07935	16661.30776	16449.37094	16410.51942	16695.45457	16246.9355	16729.51844	19279.51785	19326.70125	20874.68875	19625.26569
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	14741.35499	14811.42434	15083.3314	14977.11787	15105.58871	15308.32005	15280.75694	15714.91033	15154.46201	15824.96984	14802.37099	14905.59893	16121.30723	14798.52372	15021.17435	14809.61832	14769.06494	15755.10677	15017.38125	15299.91645	14890.22586	14813.34434	15184.28235	15121.65094	15539.78293	15155.04484	15193.25026	15825.43641	15310.29806	15409.83225	14778.70305	14982.03834	14716.45616	14874.36219	15737.67757	14758.93319	14843.56622	15321.84399	15090.0159	15422.64748	14695.70324	14855.93213	15482.81946	15100.13307	15428.20573	15242.96039	15219.47383	15463.49479	15059.30142	15506.06957	17887.37187	17963.83938	19402.97382	18253.2715
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14741.35499	14811.42434	15083.3314	14977.11787	15105.58871	15308.32005	15280.75694	15714.91033	15154.46201	15824.96984	14802.37099	14905.59893	16121.30723	14798.52372	15021.17435	14809.61832	14769.06494	15755.10677	15017.38125	15299.91645	14890.22586	14813.34434	15184.28235	15121.65094	15539.78293	15155.04484	15193.25026	15825.43641	15310.29806	15409.83225	14778.70305	14982.03834	14716.45616	14874.36219	15737.67757	14758.93319	14843.56622	15321.84399	15090.0159	15422.64748	14695.70324	14855.93213	15482.81946	15100.13307	15428.20573	15242.96039	15219.47383	15463.49479	15059.30142	15506.06957	17887.37187	17963.83938	19402.97382	18253.2715
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	15677.82074	15760.74467	16069.67163	15963.94662	16081.49238	16271.1336	16270.48535	16684.63255	16113.6355	16824.71847	15756.18522	15841.91923	17145.56017	15709.27486	15950.3078	15755.31179	15735.77244	16800.05975	15978.05846	16278.72607	15856.34903	15779.67369	16170.24516	16093.45578	16535.07125	16132.18286	16158.37856	16830.60358	16281.57688	16391.18056	15719.34732	15948.46384	15662.02901	15829.49337	16729.42374	15721.42852	15817.3949	16322.61351	16061.60715	16412.05956	15668.10321	15832.72226	16485.19082	16078.2843	16424.79538	16229.56476	16197.54716	16467.69696	16038.96009	16501.04419	19073.52924	19048.5173	20552.5064	19325.4877
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	15677.82074	15760.74467	16069.67163	15963.94662	16081.49238	16271.1336	16270.48535	16684.63255	16113.6355	16824.71847	15756.18522	15841.91923	17145.56017	15709.27486	15950.3078	15755.31179	15735.77244	16800.05975	15978.05846	16278.72607	15856.34903	15779.67369	16170.24516	16093.45578	16535.07125	16132.18286	16158.37856	16830.60358	16281.57688	16391.18056	15719.34732	15948.46384	15662.02901	15829.49337	16729.42374	15721.42852	15817.3949	16322.61351	16061.60715	16412.05956	15668.10321	15832.72226	16485.19082	16078.2843	16424.79538	16229.56476	16197.54716	16467.69696	16038.96009	16501.04419	19073.52924	19048.5173	20552.5064	19325.4877
FUCFUCGALACGLCGALGLUSIDEte_neg	18273.35772	18364.43401	18687.24281	18545.30314	18670.45935	18902.41637	18911.10799	19323.58476	18669.08832	19495.0944	18344.36683	18407.71848	19962.94193	18184.58497	18536.60681	18335.61231	18322.86544	19484.49765	18569.09578	18902.50832	18466.75652	18373.95096	18810.06253	18712.25142	19205.1493	18768.10875	18767.24663	19543.69044	18928.33262	19020.19478	18287.86631	18540.37593	18220.41134	18391.48159	19352.86297	18324.62802	18424.90016	18989.26083	18681.77441	19017.23469	18275.82047	18456.98449	19181.87856	18722.51924	19093.03924	18878.27952	18813.26108	19153.92754	18649.34985	19159.23831	22018.20859	21908.07629	23725.89591	22285.67001
