	RNA.FC003_Epithelial.0	RNA.FC003_Epithelial.1	RNA.FC003_Epithelial.2	RNA.FC003_Epithelial.4	RNA.FC003_Epithelial.3	RNA.FC004_Epithelial.0	RNA.FC004_Epithelial.1	RNA.FC004_Epithelial.2	RNA.FC004_Epithelial.4	RNA.FC004_Epithelial.3	RNA.FC006_Epithelial.0	RNA.FC006_Epithelial.1	RNA.FC006_Epithelial.2	RNA.FC006_Epithelial.4	RNA.FC006_Epithelial.3	RNA.FC007_Epithelial.0	RNA.FC007_Epithelial.1	RNA.FC007_Epithelial.2	RNA.FC007_Epithelial.4	RNA.FC007_Epithelial.3	RNA.FC008_Epithelial.0	RNA.FC008_Epithelial.1	RNA.FC008_Epithelial.2	RNA.FC008_Epithelial.4	RNA.FC008_Epithelial.3	RNA.FC009_Epithelial.0	RNA.FC009_Epithelial.1	RNA.FC009_Epithelial.2	RNA.FC009_Epithelial.4	RNA.FC009_Epithelial.3	RNA.FC011_Epithelial.0	RNA.FC011_Epithelial.1	RNA.FC011_Epithelial.2	RNA.FC011_Epithelial.4	RNA.FC011_Epithelial.3	RNA.FC012_Epithelial.0	RNA.FC012_Epithelial.1	RNA.FC012_Epithelial.2	RNA.FC012_Epithelial.4	RNA.FC012_Epithelial.3	RNA.FC013_Epithelial.0	RNA.FC013_Epithelial.1	RNA.FC013_Epithelial.2	RNA.FC013_Epithelial.4	RNA.FC013_Epithelial.3	RNA.FC014_Epithelial.0	RNA.FC014_Epithelial.1	RNA.FC014_Epithelial.2	RNA.FC014_Epithelial.4	RNA.FC014_Epithelial.3	RNA.FC018_Epithelial.0	RNA.FC018_Epithelial.1	RNA.FC018_Epithelial.2	RNA.FC018_Epithelial.4
FUCFUCGALACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCGALACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCFUCGALACGLCGALGLUSIDEtg_pos	18273.35772	18364.43401	18687.24281	18545.30314	18670.45935	18902.41637	18911.10799	19323.58476	18669.08832	19495.0944	18344.36683	18407.71848	19962.94193	18184.58497	18536.60681	18335.61231	18322.86544	19484.49765	18569.09578	18902.50832	18466.75652	18373.95096	18810.06253	18712.25142	19205.1493	18768.10875	18767.24663	19543.69044	18928.33262	19020.19478	18287.86631	18540.37593	18220.41134	18391.48159	19352.86297	18324.62802	18424.90016	18989.26083	18681.77441	19017.23469	18275.82047	18456.98449	19181.87856	18722.51924	19093.03924	18878.27952	18813.26108	19153.92754	18649.34985	19159.23831	22018.20859	21908.07629	23725.89591	22285.67001
FUCGAL14ACGLCGALGLUSIDEte_neg	19030.09038	19076.98733	19445.78908	19253.90675	19369.91744	19691.36453	19632.82789	20211.75216	19441.27226	20254.47127	19044.92694	19141.99408	20771.1439	19005.71777	19324.41642	19094.83984	19065.06259	20277.18701	19403.2803	19707.83705	19241.66329	19107.95668	19602.53809	19511.22934	20003.79119	19489.65639	19503.07874	20297.00859	19734.09257	19789.92159	19022.35672	19235.89725	18987.14022	19163.7644	20097.08804	19061.35729	19156.24657	19814.74327	19456.95195	19826.68099	19011.33745	19224.38856	20024.69356	19567.04598	19913.62493	19620.52432	19544.31288	19933.00851	19368.9191	19955.79967	22838.91119	22837.31217	24751.08429	23249.04272
FUCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCGAL14ACGLCGALGLUSIDEtg_pos	19030.09038	19076.98733	19445.78908	19253.90675	19369.91744	19691.36453	19632.82789	20211.75216	19441.27226	20254.47127	19044.92694	19141.99408	20771.1439	19005.71777	19324.41642	19094.83984	19065.06259	20277.18701	19403.2803	19707.83705	19241.66329	19107.95668	19602.53809	19511.22934	20003.79119	19489.65639	19503.07874	20297.00859	19734.09257	19789.92159	19022.35672	19235.89725	18987.14022	19163.7644	20097.08804	19061.35729	19156.24657	19814.74327	19456.95195	19826.68099	19011.33745	19224.38856	20024.69356	19567.04598	19913.62493	19620.52432	19544.31288	19933.00851	19368.9191	19955.79967	22838.91119	22837.31217	24751.08429	23249.04272
FUCGALFUCGALACGLCGALGLUSIDEte_neg	16618.79439	16696.00783	16957.6656	16820.72577	16955.99385	17194.79519	17182.2014	17575.15227	16957.18102	17750.91659	16680.35448	16729.43901	18174.9758	16512.97504	16855.06208	16662.75014	16639.88182	17658.05038	16851.54731	17170.34978	16784.67547	16686.87469	17085.38455	16998.97484	17467.58838	17060.69709	17046.08362	17753.45266	17179.25993	17275.63261	16623.76243	16844.87578	16544.58196	16694.99266	17613.69928	16649.45703	16726.09253	17224.31041	16953.42069	17269.63617	16602.37158	16750.56939	17412.08119	16991.6507	17342.51789	17154.35493	17086.00805	17392.55658	16933.9273	17388.71519	19958.2618	20015.71261	21581.05331	20251.9231
FUCGALFUCGALACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCGALFUCGALACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCGALFUCGALACGLCGALGLUSIDEtg_pos	16618.79439	16696.00783	16957.6656	16820.72577	16955.99385	17194.79519	17182.2014	17575.15227	16957.18102	17750.91659	16680.35448	16729.43901	18174.9758	16512.97504	16855.06208	16662.75014	16639.88182	17658.05038	16851.54731	17170.34978	16784.67547	16686.87469	17085.38455	16998.97484	17467.58838	17060.69709	17046.08362	17753.45266	17179.25993	17275.63261	16623.76243	16844.87578	16544.58196	16694.99266	17613.69928	16649.45703	16726.09253	17224.31041	16953.42069	17269.63617	16602.37158	16750.56939	17412.08119	16991.6507	17342.51789	17154.35493	17086.00805	17392.55658	16933.9273	17388.71519	19958.2618	20015.71261	21581.05331	20251.9231
FUCGALGBSIDEte_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCGALGBSIDEte_pos	17201.99716	17209.90395	17469.8333	17232.32252	17424.32866	17774.81691	17670.96751	18171.04584	17426.84446	18258.73293	17208.03531	17243.23597	18788.12912	17066.26868	17449.01087	17233.88873	17124.26894	18137.79686	17383.41539	17689.76031	17341.80798	17199.81473	17635.44245	17500.01548	18007.69802	17583.42309	17542.06226	18258.18719	17676.22573	17761.4423	17187.05225	17331.17102	17089.44126	17115.01605	18100.80081	17189.06606	17219.51027	17746.1411	17440.46379	17783.60891	17129.51743	17252.03523	17940.72363	17510.70619	17867.02219	17685.45696	17589.1084	17922.96093	17430.70251	17922.28245	20404.17482	20623.05904	22261.48626	20803.98855
FUCGALGBSIDEtg_neg	17201.99716	17209.90395	17469.8333	17232.32252	17424.32866	17774.81691	17670.96751	18171.04584	17426.84446	18258.73293	17208.03531	17243.23597	18788.12912	17066.26868	17449.01087	17233.88873	17124.26894	18137.79686	17383.41539	17689.76031	17341.80798	17199.81473	17635.44245	17500.01548	18007.69802	17583.42309	17542.06226	18258.18719	17676.22573	17761.4423	17187.05225	17331.17102	17089.44126	17115.01605	18100.80081	17189.06606	17219.51027	17746.1411	17440.46379	17783.60891	17129.51743	17252.03523	17940.72363	17510.70619	17867.02219	17685.45696	17589.1084	17922.96093	17430.70251	17922.28245	20404.17482	20623.05904	22261.48626	20803.98855
FUCGALGBSIDEtg_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCtly_pos	28757.66966	29189.41564	29059.77063	28676.99107	29315.66525	29932.29707	30287.12757	30766.74716	29653.59996	31476.64183	29035.30443	29441.73945	32147.58317	29410.619	29325.10671	29014.77131	29161.93457	30733.09937	29665.58015	30014.94661	28843.09457	28998.48848	29331.02585	29783.37943	30403.25562	29977.22297	30280.17705	31282.65477	29929.46339	30329.46417	28924.86144	29467.53922	28769.64387	29252.66465	30956.43247	28819.59308	29271.31135	29913.13894	29656.01311	30084.61521	28967.60605	29383.86018	30406.53907	29765.85747	30352.07084	29885.07478	30064.36851	30204.61182	29649.92211	30636.59764	35114.52438	34563.34818	37484.03674	35657.31873
FUMAC_pos	70542.25453	70959.62261	70859.13119	69914.41609	70745.04628	72458.43174	72122.145	73393.09413	71183.08076	73254.91761	71083.43136	71209.30052	75245.9917	70307.93651	71421.14697	70760.15109	70315.22049	72765.24318	71261.52857	72468.88297	71398.36559	70912.30793	71907.18903	71305.59456	72995.40539	71858.03292	71811.26861	73178.25298	71545.89115	71791.176	71057.4194	70858.62281	70274.51476	69959.54236	72594.38097	70744.34569	70642.44532	71464.42799	70856.58608	72046.0923	70598.13983	70657.23523	72367.56041	71006.92815	72468.62636	72594.02471	72053.91173	72434.38952	71660.61398	73200.72097	82419.87448	77970.61047	82876.88713	75320.00564
FUMSO3tm_neg	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMSO3tm_pos	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMSO4tm_neg	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMSO4tm_pos	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMTSULtm_neg	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMTSULtm_pos	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUM_neg	3548.646537	3344.13693	3116.13092	3547.435281	3285.70149	3357.950174	3383.105112	3223.635598	3299.914161	3800	3188.772017	3088.372236	3030.139594	3379.512543	3472.548417	3224.918871	3147.552687	3299.236282	3540.135842	3186.786003	3190.535842	3158.088387	3242.653807	3292.759901	3294.216133	3274.00249	3462.066862	3197.496372	3655.401379	3413.872263	3413.414391	3383.919769	3156.546725	3609.621796	3384.980815	3184.790477	3142.793836	3127.861439	3226.775911	3228.808765	3091.71609	3102.386372	3198.736506	3381.71476	3320.990847	3381.617408	3324.153654	3301.377902	3434.857321	3140.478654	3800	3800	3800	3800
FUM_pos	3548.646537	3344.13693	3116.13092	3547.435281	3285.70149	3357.950174	3383.105112	3223.635598	3299.914161	3800	3188.772017	3088.372236	3030.139594	3379.512543	3472.548417	3224.918871	3147.552687	3299.236282	3540.135842	3186.786003	3190.535842	3158.088387	3242.653807	3292.759901	3294.216133	3274.00249	3462.066862	3197.496372	3655.401379	3413.872263	3413.414391	3383.919769	3156.546725	3609.621796	3384.980815	3184.790477	3142.793836	3127.861439	3226.775911	3228.808765	3091.71609	3102.386372	3198.736506	3381.71476	3320.990847	3381.617408	3324.153654	3301.377902	3434.857321	3140.478654	3800	3800	3800	3800
FUMm_neg	3548.646537	3344.13693	3116.13092	3547.435281	3285.70149	3357.950174	3383.105112	3223.635598	3299.914161	3800	3188.772017	3088.372236	3030.139594	3379.512543	3472.548417	3224.918871	3147.552687	3299.236282	3540.135842	3186.786003	3190.535842	3158.088387	3242.653807	3292.759901	3294.216133	3274.00249	3462.066862	3197.496372	3655.401379	3413.872263	3413.414391	3383.919769	3156.546725	3609.621796	3384.980815	3184.790477	3142.793836	3127.861439	3226.775911	3228.808765	3091.71609	3102.386372	3198.736506	3381.71476	3320.990847	3381.617408	3324.153654	3301.377902	3434.857321	3140.478654	3800	3800	3800	3800
FUMm_pos	3548.646537	3344.13693	3116.13092	3547.435281	3285.70149	3357.950174	3383.105112	3223.635598	3299.914161	3800	3188.772017	3088.372236	3030.139594	3379.512543	3472.548417	3224.918871	3147.552687	3299.236282	3540.135842	3186.786003	3190.535842	3158.088387	3242.653807	3292.759901	3294.216133	3274.00249	3462.066862	3197.496372	3655.401379	3413.872263	3413.414391	3383.919769	3156.546725	3609.621796	3384.980815	3184.790477	3142.793836	3127.861439	3226.775911	3228.808765	3091.71609	3102.386372	3198.736506	3381.71476	3320.990847	3381.617408	3324.153654	3301.377902	3434.857321	3140.478654	3800	3800	3800	3800
FUMtm_neg	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUMtm_pos	2682.752827	2536.079855	2332.626096	2850	2147.293725	2725.665607	2441.844193	2850	2513.348375	2850	2609.115487	2248.98216	2850	1588.537628	2850	2397.067273	2204.674142	2349.236282	2525.791583	2543.409817	2592.704619	2388.071743	2462.787299	2258.547104	2713.638922	2617.869067	2403.343394	2127.405087	2416.204136	2340.351412	2791.471237	2610.752867	2485.007239	2461.071933	2729.879213	2516.552629	2279.542543	2258.478458	2560.150591	2668.230572	2519.11482	2297.876791	2501.839716	2605.133215	2577.359497	2528.972507	2322.585573	2399.971595	2337.235968	2276.342126	2850	2850	2850	2850
FUT11g_pos	17201.99716	17209.90395	17469.8333	17232.32252	17424.32866	17774.81691	17670.96751	18171.04584	17426.84446	18258.73293	17208.03531	17243.23597	18788.12912	17066.26868	17449.01087	17233.88873	17124.26894	18137.79686	17383.41539	17689.76031	17341.80798	17199.81473	17635.44245	17500.01548	18007.69802	17583.42309	17542.06226	18258.18719	17676.22573	17761.4423	17187.05225	17331.17102	17089.44126	17115.01605	18100.80081	17189.06606	17219.51027	17746.1411	17440.46379	17783.60891	17129.51743	17252.03523	17940.72363	17510.70619	17867.02219	17685.45696	17589.1084	17922.96093	17430.70251	17922.28245	20404.17482	20623.05904	22261.48626	20803.98855
FUT12g_pos	18273.35772	18364.43401	18687.24281	18545.30314	18670.45935	18902.41637	18911.10799	19323.58476	18669.08832	19495.0944	18344.36683	18407.71848	19962.94193	18184.58497	18536.60681	18335.61231	18322.86544	19484.49765	18569.09578	18902.50832	18466.75652	18373.95096	18810.06253	18712.25142	19205.1493	18768.10875	18767.24663	19543.69044	18928.33262	19020.19478	18287.86631	18540.37593	18220.41134	18391.48159	19352.86297	18324.62802	18424.90016	18989.26083	18681.77441	19017.23469	18275.82047	18456.98449	19181.87856	18722.51924	19093.03924	18878.27952	18813.26108	19153.92754	18649.34985	19159.23831	22018.20859	21908.07629	23725.89591	22285.67001
FUT14g_pos	18203.13057	18297.06363	18661.82756	18503.93862	18619.65991	18867.06823	18869.6229	19323.58476	18655.06117	19475.3029	18282.12917	18361.62207	19914.82565	18184.58497	18475.46458	18290.68508	18286.77208	19476.25306	18548.64904	18886.25402	18432.48624	18336.72144	18776.44919	18689.27247	19173.62286	18717.58476	18720.65015	19498.49736	18893.65142	18991.64442	18239.93805	18491.37653	18181.20568	18372.71791	19330.73503	18272.30899	18380.60133	18966.79567	18647.47845	19009.66097	18224.94653	18415.46323	19155.44689	18697.70208	19074.62089	18840.79686	18775.13578	19120.8164	18611.49009	19149.53484	22018.20859	21908.07629	23725.89591	22285.67001
FUT15g_pos	15781.75493	15843.72447	16111.08139	15980.20182	16104.44837	16351.05145	16315.02041	16785.98026	16135.21607	16848.96892	15811.54605	15942.51389	17273.62297	15849.14964	16060.46854	15819.87202	15742.60969	16749.78925	16018.07542	16291.64988	15895.18286	15812.46418	16193.43224	16115.49726	16553.06496	16186.71118	16206.7001	16859.91857	16298.60208	16392.54084	15798.55527	15993.37848	15704.73865	15835.25752	16730.18767	15759.10839	15830.26099	16324.41082	16100.03104	16398.76003	15690.08301	15842.071	16500.90088	16102.78015	16419.29153	16271.42251	16238.58882	16492.29979	16070.8057	16503.4175	19023.90764	19070.48092	20666.61804	19397.10943
FUT16g_pos	15238.58023	15282.79118	15534.13194	15393.93571	15503.32109	15786.24052	15729.68904	16219.92038	15597.51898	16272.10664	15252.57803	15352.83248	16677.1512	15257.54694	15510.58822	15276.72641	15234.7502	16194.56246	15502.71507	15763.64341	15379.71959	15282.83362	15676.37111	15601.19528	16036.9757	15618.0339	15643.67233	16293.35278	15793.88009	15871.08509	15235.63945	15431.72722	15180.28378	15319.62201	16187.48674	15233.62333	15306.03164	15802.56825	15576.76381	15882.09788	15187.70887	15340.98995	15984.89374	15606.07612	15923.15603	15706.62264	15652.45715	15941.24105	15496.18625	15963.4305	18321.36655	18532.32335	20002.85989	18757.29191
FUT17g_pos	14882.1387	14932.52726	15177.68368	15049.51092	15173.31216	15430.45529	15395.62691	15865.33518	15238.39432	15909.7494	14908.93986	15040.00272	16285.2605	14993.8818	15177.8754	14913.62357	14844.10205	15788.04647	15122.32103	15381.34008	14980.69317	14908.46547	15271.55481	15212.03504	15614.0038	15269.42233	15308.36816	15910.695	15400.27932	15479.51096	14895.1188	15083.64886	14809.46347	14946.23677	15802.02606	14849.09995	14926.76578	15395.19874	15195.1025	15476.53124	14786.98085	14937.5809	15569.19472	15194.72179	15496.32453	15342.31006	15319.08887	15549.94138	15152.01574	15577.87969	17926.74089	18045.29939	19559.94319	18389.65921
FUT18g_pos	13738.39607	13787.7286	14010.3127	13888.63939	14022.23687	14251.67386	14201.1045	14642.04372	14065.78873	14738.46468	13763.05934	13856.82381	15072.27153	13742.97575	13974.70207	13776.63456	13725.79266	14600.25925	13952.48385	14216.1855	13854.61607	13765.73304	14123.31006	14053.70509	14484.13879	14099.61892	14124.91495	14709.73896	14225.68063	14331.27823	13746.18434	13929.14905	13673.76739	13799.32739	14654.80113	13724.97282	13789.58178	14228.86899	14025.52952	14336.72369	13675.67484	13814.78867	14395.16906	14041.35605	14350.25937	14168.27172	14130.85487	14368.26193	13977.80546	14384.17791	16600.80161	16844.05601	18135.41266	17007.54039
FUT31g_pos	19110.34998	19153.98205	19474.83509	19301.18048	19427.97393	19731.76241	19680.23943	20211.75216	19457.30329	20277.09012	19116.05569	19194.67569	20826.13392	19005.71777	19394.29325	19146.18525	19106.31214	20286.60941	19426.648	19726.41338	19280.82932	19150.5047	19640.95334	19537.49099	20039.82141	19547.3981	19556.33186	20348.65783	19773.72823	19822.55058	19077.13188	19291.89656	19031.9467	19185.20861	20122.3771	19121.15047	19206.8738	19840.41774	19496.14733	19835.33667	19069.47909	19271.84143	20054.90118	19595.40845	19934.67447	19663.36164	19587.88464	19970.84981	19412.1874	19966.88935	22838.91119	22837.31217	24751.08429	23249.04272
FUT32g_pos	19740.49692	19799.46848	20035.55977	19923.6953	20092.07843	20393.36644	20333.09133	20901.81318	20105.08025	20956.69084	19789.67176	19886.23948	21457.81301	19795.70816	20111.08125	19796.57311	19701.17804	20943.67598	20123.13454	20404.61944	19867.26228	19743.55204	20263.49837	20169.97536	20658.44227	20227.4454	20221.54101	21024.46791	20380.58176	20489.16122	19741.24718	19932.97839	19677.67972	19814.1761	20861.35758	19714.4921	19792.54714	20474.90358	20127.24495	20422.68922	19672.70827	19838.82182	20697.2377	20200.97763	20584.87058	20310.80543	20232.93218	20588.84151	20080.50509	20705.54417	23710.67399	23443.88529	25659.73441	24229.09324
FUT33g_pos	17348.05631	17431.13366	17709.50312	17595.56719	17726.60483	17933.59286	17922.35062	18353.09385	17707.41748	18467.61848	17394.65555	17502.37349	18949.6671	17311.97422	17620.40067	17391.33572	17329.63129	18431.57866	17588.43926	17891.67217	17480.64711	17397.1615	17815.52768	17703.65143	18186.83992	17791.05251	17801.63379	18536.57489	17913.35988	18009.71411	17354.61103	17580.34283	17274.13422	17402.08718	18348.36007	17353.66743	17436.7267	17959.97963	17699.02753	18016.68001	17289.27148	17449.12118	18142.49255	17706.08901	18047.19635	17886.75011	17847.51651	18135.76791	17676.82163	18129.94448	20911.93462	20825.4011	22569.03169	21204.56855
FUT34g_pos	18273.35772	18364.43401	18687.24281	18545.30314	18670.45935	18902.41637	18911.10799	19323.58476	18669.08832	19495.0944	18344.36683	18407.71848	19962.94193	18184.58497	18536.60681	18335.61231	18322.86544	19484.49765	18569.09578	18902.50832	18466.75652	18373.95096	18810.06253	18712.25142	19205.1493	18768.10875	18767.24663	19543.69044	18928.33262	19020.19478	18287.86631	18540.37593	18220.41134	18391.48159	19352.86297	18324.62802	18424.90016	18989.26083	18681.77441	19017.23469	18275.82047	18456.98449	19181.87856	18722.51924	19093.03924	18878.27952	18813.26108	19153.92754	18649.34985	19159.23831	22018.20859	21908.07629	23725.89591	22285.67001
FUT35g_pos	16618.79439	16696.00783	16957.6656	16820.72577	16955.99385	17194.79519	17182.2014	17575.15227	16957.18102	17750.91659	16680.35448	16729.43901	18174.9758	16512.97504	16855.06208	16662.75014	16639.88182	17658.05038	16851.54731	17170.34978	16784.67547	16686.87469	17085.38455	16998.97484	17467.58838	17060.69709	17046.08362	17753.45266	17179.25993	17275.63261	16623.76243	16844.87578	16544.58196	16694.99266	17613.69928	16649.45703	16726.09253	17224.31041	16953.42069	17269.63617	16602.37158	16750.56939	17412.08119	16991.6507	17342.51789	17154.35493	17086.00805	17392.55658	16933.9273	17388.71519	19958.2618	20015.71261	21581.05331	20251.9231
